Date,Open,High,Low,Close,Volume
2025-07-29 00:00:00,150.51,151.02,148.56,150.29,495662.0
2025-07-30 00:00:00,148.34,149.62,147.44,148.09,100102.0
2025-07-31 00:00:00,151.69,153.02,148.28,150.11,324063.0
2025-08-01 00:00:00,150.61,151.1,149.08,150.71,109441.0
2025-08-04 00:00:00,149.96,150.18,148.06,149.68,168175.0
2025-08-05 00:00:00,152.72,154.3,151.98,152.11,259877.0
2025-08-06 00:00:00,152.57,153.55,150.46,152.38,439404.0
2025-08-07 00:00:00,153.81,154.46,152.33,154.25,146917.0
2025-08-08 00:00:00,154.65,156.64,153.78,154.46,227770.0
2025-08-11 00:00:00,158.72,158.93,155.97,157.65,439890.0
2025-08-12 00:00:00,159.35,161.8,158.72,160.38,128325.0
2025-08-13 00:00:00,160.24,162.21,158.35,160.11,29337.0
2025-08-14 00:00:00,160.96,162.22,160.65,161.66,163385.0
2025-08-15 00:00:00,163.93,164.3,161.29,162.73,430159.0
2025-08-18 00:00:00,163.36,165.21,162.23,164.88,350093.0
2025-08-19 00:00:00,162.98,164.21,162.69,163.54,272420.0
2025-08-20 00:00:00,165.04,165.34,164.11,164.67,323295.0
2025-08-21 00:00:00,167.92,169.33,166.23,166.35,420827.0
2025-08-22 00:00:00,163.75,164.03,162.76,163.82,153016.0
2025-08-25 00:00:00,161.59,163.21,160.91,162.14,325031.0
2025-08-26 00:00:00,161.06,163.06,157.94,159.18,91442.0
2025-08-27 00:00:00,157.43,160.52,156.76,158.88,59847.0
2025-08-28 00:00:00,157.86,161.32,157.19,160.05,68653.0
2025-08-29 00:00:00,162.85,163.53,160.9,162.41,227144.0
2025-09-01 00:00:00,162.12,163.9,161.92,162.62,263661.0
2025-09-02 00:00:00,164.14,166.26,162.32,165.16,328766.0
2025-09-03 00:00:00,163.9,164.81,161.47,163.19,299954.0
2025-09-04 00:00:00,160.98,161.33,159.37,160.74,87842.0
2025-09-05 00:00:00,160.19,162.54,158.96,160.75,394369.0
2025-09-08 00:00:00,160.15,162.38,158.35,161.43,282647.0
2025-09-09 00:00:00,162.35,162.82,161.03,161.48,94761.0
2025-09-10 00:00:00,159.13,159.93,158.23,158.48,440192.0
2025-09-11 00:00:00,158.35,159.33,157.79,158.45,398583.0
2025-09-12 00:00:00,158.44,160.11,154.98,156.59,283734.0
2025-09-15 00:00:00,156.62,159.19,156.46,157.69,151958.0
2025-09-16 00:00:00,156.82,159.9,155.61,158.34,416082.0
2025-09-17 00:00:00,156.34,157.15,154.35,157.03,338768.0
2025-09-18 00:00:00,156.32,157.25,154.59,156.36,472115.0
2025-09-19 00:00:00,155.12,156.13,153.78,154.87,173864.0
2025-09-22 00:00:00,154.64,155.02,154.42,154.88,412980.0
2025-09-23 00:00:00,156.76,157.36,154.73,156.41,266910.0
2025-09-24 00:00:00,153.78,156.58,152.54,155.03,130356.0
2025-09-25 00:00:00,157.33,157.69,155.57,155.89,227228.0
2025-09-26 00:00:00,155.11,156.31,154.83,155.19,52727.0
2025-09-29 00:00:00,155.22,155.73,152.28,154.1,350615.0
2025-09-30 00:00:00,154.39,154.51,152.67,154.04,18068.0
2025-10-01 00:00:00,153.05,153.61,150.92,152.59,126923.0
2025-10-02 00:00:00,152.43,154.38,150.09,151.86,410511.0
2025-10-03 00:00:00,150.61,152.23,148.98,150.16,444376.0
2025-10-06 00:00:00,153.85,155.78,152.13,153.21,21390.0
2025-10-07 00:00:00,154.69,155.72,152.45,153.36,116752.0
2025-10-08 00:00:00,152.61,152.92,151.71,152.41,423347.0
2025-10-09 00:00:00,153.54,154.69,151.91,152.84,366898.0
2025-10-10 00:00:00,152.68,153.73,151.11,152.77,348113.0
2025-10-13 00:00:00,153.98,155.68,151.29,152.54,156110.0
2025-10-14 00:00:00,152.88,153.84,151.08,153.56,455543.0
2025-10-15 00:00:00,156.59,157.62,153.85,154.79,234790.0
2025-10-16 00:00:00,154.06,154.48,152.8,154.1,349208.0
2025-10-17 00:00:00,151.9,154.05,150.6,153.33,31281.0
2025-10-20 00:00:00,153.15,154.65,151.8,153.02,64189.0
2025-10-21 00:00:00,148.99,150.67,147.55,149.67,272093.0
2025-10-22 00:00:00,148.34,149.15,146.94,147.5,320655.0
2025-10-23 00:00:00,148.99,150.5,147.92,149.65,132115.0
2025-10-24 00:00:00,151.77,153.19,151.47,152.21,18605.0
2025-10-27 00:00:00,150.05,153.53,149.22,151.94,372462.0
2025-10-28 00:00:00,152.45,154.7,151.43,152.9,404597.0
2025-10-29 00:00:00,151.05,155.39,149.71,153.47,469850.0
2025-10-30 00:00:00,156.61,159.78,154.7,158.19,291954.0
2025-10-31 00:00:00,160.73,161.43,158.73,159.97,259415.0
2025-11-03 00:00:00,160.66,162.07,158.36,159.88,165394.0
2025-11-04 00:00:00,158.97,159.9,157.48,158.54,51869.0
2025-11-05 00:00:00,155.27,156.82,153.96,156.23,42955.0
2025-11-06 00:00:00,156.59,158.34,156.36,156.64,71388.0
2025-11-07 00:00:00,155.6,155.78,155.02,155.6,251324.0
2025-11-10 00:00:00,152.41,155.38,151.63,153.57,20207.0
2025-11-11 00:00:00,154.2,155.18,151.7,152.7,228401.0
2025-11-12 00:00:00,152.06,153.37,150.99,151.18,470844.0
2025-11-13 00:00:00,153.59,155.16,153.22,153.81,169292.0
2025-11-14 00:00:00,155.26,157.06,154.61,155.23,487266.0
2025-11-17 00:00:00,155.53,156.84,153.37,155.32,215157.0
2025-11-18 00:00:00,155.6,158.91,154.87,157.64,32031.0
2025-11-19 00:00:00,157.61,158.08,156.59,157.86,473937.0
2025-11-20 00:00:00,155.98,157.75,155.51,156.66,352951.0
2025-11-21 00:00:00,158.05,159.43,156.79,159.05,81312.0
2025-11-24 00:00:00,159.68,161.46,159.04,159.96,69766.0
2025-11-25 00:00:00,160.3,161.37,158.01,158.5,153521.0
2025-11-26 00:00:00,158.96,160.35,157.23,158.32,361977.0
2025-11-27 00:00:00,156.53,157.28,156.42,157.1,197771.0
2025-11-28 00:00:00,155.7,155.96,155.01,155.13,247199.0
2024-01-15 00:00:00,107.4,108.85,105.77,107.13,303481.0
2024-02-05 00:00:00,94.83,97.04,94.5,96.63,386742.0
2024-02-19 00:00:00,94.85,96.32,93.56,94.8,93276.0
